"","Item.Type","Publication.Year","Author","Title","Publication.Title","DOI"
"1031","journalArticle",2023,"Zhu, Yuan; Yang, Kunkun; Cheng, Yawen; Liu, Yaoshan; Gu, Ranli; Liu, Xuenan; Liu, Hao; Zhang, Xiao; Liu, Yunsong","apoptotic vesicles regulate bone metabolism via the mir1324/snx14/smad1/5 signaling axis","small","10.1002/smll.202205813"
"1041","journalArticle",2020,"Wang, Xin; Ao, Jun; Lu, Haiping; Zhao, Qingyu; Ma, Yaping; Zhang, Jun; Ren, Hao; Zhang, Yi","osteoimmune modulation and guided osteogenesis promoted by barrier membranes incorporated with s-nitrosoglutathione (gsno) and mesenchymal stem cell-derived exosomes","international journal of nanomedicine","10.2147/IJN.S248741"
"1051","journalArticle",2019,"Klymiuk, Michele Christian; Balz, Natalie; Elashry, Mohamed I.; Heimann, Manuela; Wenisch, Sabine; Arnhold, Stefan","exosomes isolation and identification from equine mesenchymal stem cells","bmc veterinary research","10.1186/s12917-019-1789-9"
"1061","journalArticle",2023,"Cha, Kyung-Yup; Cho, Woongjin; Park, Sunghyun; Ahn, Jinsung; Park, Hyoeun; Baek, Inho; Lee, Minju; Lee, Sunjun; Arai, Yoshie; Lee, Soo-Hong","generation of bioactive msc-evs for bone tissue regeneration by tauroursodeoxycholic acid treatment","journal of controlled release","10.1016/j.jconrel.2022.12.053"
"1071","journalArticle",2019,"Takeuchi, Ryoko; Katagiri, Wataru; Endo, Satoshi; Kobayashi, Tadaharu","exosomes from conditioned media of bone marrow-derived mesenchymal stem cells promote bone regeneration by enhancing angiogenesis","plos one","10.1371/journal.pone.0225472"
"1081","journalArticle",2021,"Yu, Wenting; Su, Xiaoxia; Li, Moxiao; Wan, Wanting; Li, Ang; Zhou, Hong; Xu, Feng","three-dimensional mechanical microenvironment enhanced osteogenic activity of mesenchymal stem cells-derived exosomes","chemical engineering journal","10.1016/j.cej.2020.128040"
"1091","journalArticle",2019,"Jia, Yachao; Zhu, Yu; Qiu, Shuo; Xu, Jia; Chai, Yimin","exosomes secreted by endothelial progenitor cells accelerate bone regeneration during distraction osteogenesis by stimulating angiogenesis","stem cell research & therapy","10.1186/s13287-018-1115-7"
"1101","journalArticle",2021,"Holkar, Ketki; Kale, Vaijayanti; Ingavle, Ganesh","hydrogel-assisted 3d model to investigate the osteoinductive potential of mc3t3-derived extracellular vesicles","acs biomaterials science & engineering","10.1021/acsbiomaterials.1c00386"
"1111","journalArticle",2021,"Liu, Lu; Yu, Fei; Li, Lvyuan; Zhou, Linxi; Zhou, Ting; Xu, Yuanjin; Lin, Kaili; Fang, Bing; Xia, Lunguo","bone marrow stromal cells stimulated by strontium-substituted calcium silicate ceramics: release of exosomal mir-146a regulates osteogenesis and angiogenesis","acta biomaterialia","10.1016/j.actbio.2020.10.038"
"1121","journalArticle",2023,"Shao, Hanyu; Zhang, Qiyue; Sun, Mingman; Wu, Ming; Sun, Xu; Wang, Qiang; Tong, Shuang","effects of hydroxyapatite-coated porous titanium scaffolds functionalized by exosomes on the regeneration and repair of irregular bone","frontiers in bioengineering and biotechnology","10.3389/fbioe.2023.1283811"
"1131","journalArticle",2022,"Liu, Kun; Luo, Xin; Lv, Zhao-Yong; Zhang, Yu-Jue; Meng, Zhen; Li, Jun; Meng, Chun-Xiu; Qiang, Hui-Fen; Hou, Cai-Yao; Hou, Lei; Liu, Feng-Zhen; Zhang, Bin","macrophage-derived exosomes promote bone mesenchymal stem cells towards osteoblastic fate through microrna-21a-5p","frontiers in bioengineering and biotechnology","10.3389/fbioe.2021.801432"
"1141","journalArticle",2023,"Wang, Situo; Liu, Ziwei; Yang, Shuo; Huo, Na; Qiao, Bo; Zhang, Tong; Xu, Juan; Shi, Quan","extracellular vesicles secreted by human gingival mesenchymal stem cells promote bone regeneration in rat femoral bone defects","frontiers in bioengineering and biotechnology","10.3389/fbioe.2023.1098172"
"1151","journalArticle",2022,"Rana, Neha; Suliman, Salwa; Al-Sharabi, Niyaz; Mustafa, Kamal","extracellular vesicles derived from primed mesenchymal stromal cells loaded on biphasic calcium phosphate biomaterial exhibit enhanced macrophage polarization","cells","10.3390/cells11030470"
"118","journalArticle",2023,"Go, Yoon-Young; Lee, Chan-mi; Chae, Sung-Won; Song, Jae-Jun","regenerative capacity of trophoblast stem cell-derived extracellular vesicles on mesenchymal stem cells","biomaterials research","10.1186/s40824-023-00396-5"
"119","journalArticle",2020,"Wang, Menghong; Li, Jie; Ye, Yanyan; He, Songlin; Song, Jinlin","shed-derived conditioned exosomes enhance the osteogenic differentiation of pdlscs via wnt and bmp signaling <i>in vitro</i>","differentiation","10.1016/j.diff.2019.10.003"
"120","journalArticle",2023,"Wu, Yutong; Ai, Hongbo; Yang, Qiankun; Dou, Ce; Xu, Jianzhong","osteoclast-derived extracellular mir-106a-5p promotes osteogenic differentiation and facilitates bone defect healing","cellular signalling","10.1016/j.cellsig.2022.110549"
"121","journalArticle",2019,"Piard, Charlotte; Jeyaram, Anjana; Liu, Yi; Caccamese, John; Jay, Steven M.; Chen, Yu; Fisher, John","3d printed huvecs/mscs cocultures impact cellular interactions and angiogenesis depending on cell-cell distance","biomaterials","10.1016/j.biomaterials.2019.119423"
"123","journalArticle",2020,"Giuliani, Alessandra; Sena, Gabriela; Tromba, Giuliana; Mazzon, Emanuela; Fontana, Antonella; Diomede, Francesca; Piattelli, Adriano; Trubiani, Oriana","could the enrichment of a biomaterial with conditioned medium or extracellular vesicles modify bone-remodeling kinetics during a defect healing? evaluations on rat calvaria with synchrotron-based microtomography","applied sciences-basel","10.3390/app10072336"
"124","journalArticle",2021,"Teotia, Arun K.; Qayoom, Irfan; Singh, Prerna; Mishra, Ankita; Jaiman, Deepika; Seppala, Jukka; Lidgren, Lars; Kumar, Ashok","exosome-functionalized ceramic bone substitute promotes critical-sized bone defect repair in rats","acs applied bio materials","10.1021/acsabm.1c00311"
"125","journalArticle",2019,"Wu, Jinyan; Chen, Lingling; Wang, Runfu; Song, Zhi; Shen, Zongshan; Zhao, Yiming; Huang, Shuheng; Lin, Zhengmei","exosomes secreted by stem cells from human exfoliated deciduous teeth promote alveolar bone defect repair through the regulation of angiogenesis and osteogenesis","acs biomaterials science & engineering","10.1021/acsbiomaterials.9b00607"
"128","journalArticle",2019,"Song, Hongyuan; Li, Xiaoqun; Zhao, Zichang; Qian, Jin; Wang, Yao; Cui, Jin; Weng, Weizong; Cao, Liehu; Chen, Xiao; Hu, Yan; Su, Jiacan","reversal of osteoporotic activity by endothelial cell-secreted bone targeting and biocompatible exosomes","nano letters","10.1021/acs.nanolett.9b00287"
"129","journalArticle",2024,"Bratengeier, C.; Johansson, L.; Liszka, A.; Bakker, A. D.; Hallbeck, M.; Fahlgren, A.","mechanical loading intensities affect the release of extracellular vesicles from mouse bone marrow-derived hematopoietic progenitor cells and change their osteoclast-modulating effect","faseb journal","10.1096/fj.202301520R"
"130","journalArticle",2021,"Li, Qi; Yu, Huilei; Sun, Muyang; Yang, Peng; Hu, Xiaoqing; Ao, Yingfang; Cheng, Jin","the tissue origin effect of extracellular vesicles on cartilage and bone regeneration","acta biomaterialia","10.1016/j.actbio.2021.02.039"
"131","journalArticle",2023,"Silva, Francine R. F.; Heredia, Joyce E.; Duffles, Leticia F.; Arntz, Onno J.; Teixeira, Mauro M.; Ferreira, Adaliene V. M.; Silva, Tarcilia A.; van de Loo, Fons A. J.; Macari, Soraia; Oliveira, Marina C.","protective effect of bovine milk extracellular vesicles on alveolar bone loss","molecular nutrition & food research","10.1002/mnfr.202300445"
"132","journalArticle",2023,"Zhu, Qinghai; Tang, Yuting; Zhou, Tian; Yang, Li; Zhang, Gao; Meng, Ying; Zhang, Huixin; Gao, Jun; Wang, Chenxing; Su, Yu-Xiong; Ye, Jinhai","exosomes derived from mesenchymal stromal cells promote bone regeneration by delivering mir-182-5p-inhibitor","pharmacological research","10.1016/j.phrs.2023.106798"
"134","journalArticle",2022,"Infante, Arantza; Alcorta-Sevillano, Natividad; Macias, Iratxe; Rodriguez, Clara I.","educating evs to improve bone regeneration: getting closer to the clinic","international journal of molecular sciences","10.3390/ijms23031865"
"137","journalArticle",2022,"Kang, Miya; Huang, Chun-Chieh; Gajendrareddy, Praveen; Lu, Yu; Shirazi, Sajjad; Ravindran, Sriram; Cooper, Lyndon F.","extracellular vesicles from tnfα preconditioned mscs: effects on immunomodulation and bone regeneration","frontiers in immunology","10.3389/fimmu.2022.878194"
"139","journalArticle",2017,"Milovanovic, Petar; Zimmermann, Elizabeth A.; Scheidt, Annika vom; Hoffmann, Bjoern; Sarau, George; Yorgan, Timur; Schweizer, Michaela; Amling, Michael; Christiansen, Silke; Busse, Bjoern","the formation of calcified nanospherites during micropetrosis represents a unique mineralization mechanism in aged human bone","small","10.1002/smll.201602215"
"140","journalArticle",2021,"Liang, Mengmeng; Yin, Xiaofan; Zhang, Shuai; Ai, Hongbo; Luo, Fei; Xu, Jianzhong; Dou, Ce; Dong, Shiwu; Ma, Qinyu","osteoclast-derived small extracellular vesicles induce osteogenic differentiation via inhibiting arhgap1","molecular therapy-nucleic acids","10.1016/j.omtn.2021.01.031"
"144","journalArticle",2023,"Lee, Chung-Sung; Fan, Jiabing; Hwang, Hee Sook; Kim, Soyon; Chen, Chen; Kang, Minjee; Aghaloo, Tara; James, Aaron W.; Lee, Min","bone-targeting exosome mimetics engineered by bioorthogonal surface functionalization for bone tissue engineering","nano letters","10.1021/acs.nanolett.2c04159"
"146","journalArticle",2021,"Huang, Yan; Xu, Yongqiang; Feng, Siyin; He, Pan; Sheng, Bing; Ni, Jiangdong","mir-19b enhances osteogenic differentiation of mesenchymal stem cells and promotes fracture healing through the wwp1/smurf2-mediated klf5/β-catenin signaling pathway","experimental and molecular medicine","10.1038/s12276-021-00631-w"
"147","journalArticle",2021,"Zhou, Xue; Cornel, Erik Jan; Fan, Zhen; He, Shisheng; Du, Jianzhong","bone-targeting polymer vesicles for effective therapy of osteoporosis","nano letters","10.1021/acs.nanolett.1c02150"
"148","journalArticle",2020,"Li, Mei; Zhang, Anqi; Li, Jiajing; Zhou, Jing; Zheng, Yanan; Zhang, Chi; Xia, Dongdong; Mao, Haijiao; Zhao, Jiyuan","osteoblast/fibroblast coculture derived bioactive ecm with unique matrisome profile facilitates bone regeneration","bioactive materials","10.1016/j.bioactmat.2020.06.017"
"151","journalArticle",2021,"Zhao, Qingyu; Zhang, Yi; Xiao, Lan; Lu, Haiping; Ma, Yaping; Liu, Qi; Wang, Xin","surface engineering of titania nanotubes incorporated with double-layered extracellular vesicles to modulate inflammation and osteogenesis","regenerative biomaterials","10.1093/rb/rbab010"
"154","journalArticle",2017,"Qin, Yunhao; Zhang, Changqing","endothelial progenitor cell-derived extracellular vesicle-meditated cell-to-cell communication regulates the proliferation and osteoblastic differentiation of bone mesenchymal stromal cells","molecular medicine reports","10.3892/mmr.2017.7403"
"156","journalArticle",2018,"Xie, Yong; Gao, Yanpan; Zhang, Licheng; Chen, Yanyu; Ge, Wei; Tang, Peifu","involvement of serum-derived exosomes of elderly patients with bone loss in failure of bone remodeling via alteration of exosomal bone-related proteins","aging cell","10.1111/acel.12758"
"158","journalArticle",2020,"de Menezes, Erika G. Marques; Ramallho, Janaina; Bucovsky, Mariana; Shane, Elizabeth; Yin, Michael T.; Norris, Philip J.","serum extracellular vesicles expressing bone activity markers associate with bone loss after hiv antiretroviral therapy","aids","10.1097/QAD.0000000000002430"
"159","journalArticle",2023,"He, Yi; Zhang, Lei; Chen, Xiang; Liu, Bin; Shao, Xiaoyan; Fang, Depeng; Lin, Jiaquan; Liu, Na; Lou, Yabing; Qin, Jianghui; Jiang, Qing; Guo, Baosheng","elimination of senescent osteocytes by bone-targeting delivery of β-galactose-modified maytansinoid prevents age-related bone loss","advanced healthcare materials","10.1002/adhm.202302972"
"160","journalArticle",2022,"Phelps, Jolene; Leonard, Catherine; Shah, Sophia; Krawetz, Roman; Hart, David A.; Duncan, Neil A.; Sen, Arindom","production of mesenchymal progenitor cell-derived extracellular vesicles in suspension bioreactors for use in articular cartilage repair","stem cells translational medicine","10.1093/stcltm/szab008"
"162","journalArticle",2022,"Xu, Jingchen; Lin, Yao; Tian, Mi; Li, Xinyi; Yin, Yuanyuan; Li, Qiming; Li, Ziyu; Zhou, Jialiang; Jiang, Xiaoge; Li, Yulin; Chen, Song","periodontal ligament stem cell-derived extracellular vesicles enhance tension-induced osteogenesis","acs biomaterials science & engineering","10.1021/acsbiomaterials.2c00717"
"163","journalArticle",2018,"Gebraad, Arjen; Kornilov, Roman; Kaur, Sippy; Miettinen, Susanna; Haimi, Suvi; Peltoniemi, Hilkka; Mannerstrom, Bettina; Seppanen-Kaijansinkko, Riitta","monocyte-derived extracellular vesicles stimulate cytokinesecretion and gene expression of matrixmetalloproteinases by mesenchymal stem/stromal cells","febs journal","10.1111/febs.14485"
"164","journalArticle",2023,"Zhang, Xing; Zhao, Qun; Zhou, Nan; Liu, Yu; Qin, Kang; Buhl, Eva Miriam; Wang, Xinhong; Hildebrand, Frank; Balmayor, Elizabeth R.; Greven, Johannes","osteoblast derived extracellular vesicles induced by dexamethasone: a novel biomimetic tool for enhancing osteogenesis <i>in vitro</i>","frontiers in bioengineering and biotechnology","10.3389/fbioe.2023.1160703"
"165","journalArticle",2020,"Watanabe, J.; Sakai, K.; Urata, Y.; Toyama, N.; Nakamichi, E.; Hibi, H.","extracellular vesicles of stem cells to prevent bronj","journal of dental research","10.1177/0022034520906793"
"166","journalArticle",2017,"Xie, Hui; Wang, Zhenxing; Zhang, Liming; Lei, Qian; Zhao, Aiqi; Wang, Hongxiang; Li, Qiubai; Cao, Yilin; Zhang, Wen Jie; Chen, Zhichao","extracellular vesicle-functionalized decalcified bone matrix scaffolds with enhanced pro-angiogenic and pro-bone regeneration activities","scientific reports","10.1038/srep45622"
"167","journalArticle",2020,"Wang, Yayu; Yao, Jie; Cai, Lizhao; Liu, Tong; Wang, Xiaogang; Zhang, Ye; Zhou, Zhiying; Li, Tingwei; Liu, Minyi; Lai, Renfa; Liu, Xiangning","bone-targeted extracellular vesicles from mesenchymal stem cells for osteoporosis therapy","international journal of nanomedicine","10.2147/IJN.S263756"
"168","journalArticle",2021,"Bari, Elia; Roato, Ilaria; Perale, Giuseppe; Rossi, Filippo; Genova, Tullio; Mussano, Federico; Ferracini, Riccardo; Sorlini, Marzio; Torre, Maria Luisa; Perteghella, Sara","biohybrid bovine bone matrix for controlled release of mesenchymal stem/stromal cell lyosecretome: a device for bone regeneration","international journal of molecular sciences","10.3390/ijms22084064"
"169","journalArticle",2023,"Lu, Wei; Zeng, Min; Liu, Wenbin; Ma, Tianliang; Fan, Xiaolei; Li, Hui; Wang, Yinan; Wang, Haoyi; Hu, Yihe; Xie, Jie","human urine-derived stem cell exosomes delivered via injectable gelma templated hydrogel accelerate bone regeneration","materials today bio","10.1016/j.mtbio.2023.100569"
"171","journalArticle",2023,"Yang, Zhujun; Li, Xuejian; Gan, Xueqi; Wei, Mengying; Wang, Chunbao; Yang, Guodong; Zhao, Yimin; Zhu, Zhuoli; Wang, Zhongshan","hydrogel armed with <i>bmp2</i> mrna-enriched exosomes enhances bone regeneration","journal of nanobiotechnology","10.1186/s12951-023-01871-w"
"172","journalArticle",2022,"Furesi, Giulia; de Jesus Domingues, Antonio Miguel; Alexopoulou, Dimitra; Dahl, Andreas; Hackl, Matthias; Schmidt, Johannes R.; Kalkhof, Stefan; Kurth, Thomas; Taipaleenmaeki, Hanna; Conrad, Stefanie; Hofbauer, Christine; Rauner, Martina; Hofbauer, Lorenz C.","exosomal mirnas from prostate cancer impair osteoblast function in mice","international journal of molecular sciences","10.3390/ijms23031285"
"174","journalArticle",2019,"Chen, Si; Tang, Yiman; Liu, Yunsong; Zhang, Ping; Lv, Longwei; Zhang, Xiao; Jia, Lingfei; Zhou, Yongsheng","exosomes derived from mir-375-overexpressing human adipose mesenchymal stem cells promote bone regeneration","cell proliferation","10.1111/cpr.12669"
"175","journalArticle",2023,"Kuang, Haizhu; Ma, Jing; Chi, Xinyu; Fu, Qichen; Zhu, Qianzhe; Cao, Weiling; Zhang, Peng; Xie, Xin","integrated osteoinductive factors-exosome@microrna-26a hydrogel enhances bone regeneration","acs applied materials & interfaces","10.1021/acsami.2c21933"
"176","journalArticle",2023,"Liu, Han; Zhang, Hao; Wang, Sicheng; Cui, Jin; Weng, Weizong; Liu, Xinru; Tang, Hua; Hu, Yan; Li, Xiaoqun; Zhang, Kun; Zhou, Fengjin; Jing, Yingying; Su, Jiacan","bone-targeted bioengineered bacterial extracellular vesicles delivering sirna to ameliorate osteoporosis","composites part b-engineering","10.1016/j.compositesb.2023.110610"
"177","journalArticle",2023,"Xu, Chang; Kang, Yue; Dong, Xufeng; Jiang, Daqing; Qi, Min","integration exosomes with mof-modified multifunctional scaffold for accelerating vascularized bone regeneration","chinese chemical letters","10.1016/j.cclet.2022.05.042"
"179","journalArticle",2021,"Heirani-Tabasi, Asieh; Hosseinzadeh, Simzar; Rabbani, Shahram; Tafti, Seyed Hossein Ahmadi; Jamshidi, Khodamorad; Soufizomorrod, Mina; Soleimani, Masoud","cartilage tissue engineering by co-transplantation of chondrocyte extracellular vesicles and mesenchymal stem cells, entrapped in chitosan-hyaluronic acid hydrogel","biomedical materials","10.1088/1748-605X/ac0cbf"
"180","journalArticle",2023,"Zhao, Fangning; Zhu, Jinglin; Dong, Xinhang; Guo, Xiaoshuang; Lai, Chenzhi; Zhao, Jingyi; Zong, Xianlei; Song, Guodong; Jin, Xiaolei","the influence of extracellular vesicles secreted by dural cells on osteoblasts","molecular biotechnology","10.1007/s12033-023-00974-x"
"181","journalArticle",2023,"Li, Zechuan; Zhang, Bing; Shang, Jiaming; Wang, Yanan; Jia, Linglu; She, Xiao; Xu, Xin; Zhang, Dongjiao; Guo, Jing; Zhang, Fan","diabetic and nondiabetic bmsc-derived exosomes affect bone regeneration via regulating mir-17-5p/smad7 axis","international immunopharmacology","10.1016/j.intimp.2023.111190"
"182","journalArticle",2021,"Pishavar, Elham; Copus, Joshua S.; Atala, Anthony; Lee, Sang Jin","comparison study of stem cell-derived extracellular vesicles for enhanced osteogenic differentiation","tissue engineering part a","10.1089/ten.tea.2020.0194"
"184","journalArticle",2022,"Ma, Liang; Ke, Wencan; Liao, Zhiwei; Feng, Xiaobo; Lei, Jie; Wang, Kun; Wang, Bingjin; Li, Gaocai; Luo, Rongjin; Shi, Yunsong; Zhang, Weifeng; Song, Yu; Sheng, Weibin; Yang, Cao","small extracellular vesicles with nanomorphology memory promote osteogenesis","bioactive materials","10.1016/j.bioactmat.2022.01.008"
"185","journalArticle",2023,"Huang, Haisen; Ma, Shixing; Xing, Xiaotao; Su, Xiaoxia; Xu, Xun; Tang, Qi; Gao, Xin; Yang, Jian; Li, Maojiao; Liang, Cheng; Wu, Yutao; Liao, Li; Tian, Weidong","muscle-derived extracellular vesicles improve disuse-induced osteoporosis by rebalancing bone formation and bone resorption","acta biomaterialia","10.1016/j.actbio.2022.12.019"
"186","journalArticle",2023,"Jiang, Yuhe; Zhu, Yuan; Shao, Yuzi; Yang, Kunkun; Zhu, Lei; Liu, Yunsong; Zhang, Ping; Zhang, Xiao; Zhou, Yongsheng","platelet-derived apoptotic vesicles promote bone regeneration via golgi phosphoprotein 2 (golph2)-akt signaling axis","acs nano","10.1021/acsnano.3c07717"
"189","journalArticle",2023,"Tan, Dehong; Zhu, Wenxiang; Liu, Lujie; Pan, Yuanwei; Xu, Yangtao; Huang, Qinqin; Li, Lingling; Rao, Lang","in situ formed scaffold with royal jelly-derived extracellular vesicles for wound healing","theranostics","10.7150/thno.84665"
"190","journalArticle",2023,"Huang, Haoqiang; Feng, Xinting; Feng, Ye; Peng, Zhen; Jiao, Chunmeng; Chen, Hui; Fu, Chieh Ru; Xu, Feng; Wang, Yitao; Su, Xiaoping; Luo, Zhiwen; Wang, Qing","bone-targeting huvec-derived exosomes containing mir-503-5p for osteoporosis therapy","acs applied nano materials","10.1021/acsanm.3c05056"
"191","journalArticle",2023,"Lu, Yun; Zhao, Liru; Mao, Jiaqi; Liu, Wen; Ma, Wensheng; Zhao, Bingjiao","rab27a-mediated extracellular vesicle secretion contributes to osteogenesis in periodontal ligament-bone niche communication","scientific reports","10.1038/s41598-023-35172-x"
"193","journalArticle",2020,"Zhai, Mengmeng; Zhu, Ye; Yang, Mingying; Mao, Chuanbin","human mesenchymal stem cell derived exosomes enhance cell-free bone regeneration by altering their mirnas profiles","advanced science","10.1002/advs.202001334"
"195","journalArticle",2022,"Biadglegne, Fantahun; Schmidt, Johannes R.; Engel, Kathrin M.; Lehmann, Joerg; Lehmann, Robert T.; Reinert, Anja; Konig, Brigitte; Schiller, Juergen; Kalkhof, Stefan; Sack, Ulrich","<i>mycobacterium tuberculosis</i> affects protein and lipid content of circulating exosomes in infected patients depending on tuberculosis disease state","biomedicines","10.3390/biomedicines10040783"
"197","journalArticle",2020,"Wei, Yan; Shi, Miusi; Zhang, Jinglun; Zhang, Xiaoxin; Shen, Kailun; Wang, Rui; Miron, Richard J.; Xiao, Yin; Zhang, Yufeng","autologous versatile vesicles-incorporated biomimetic extracellular matrix induces biomineralization","advanced functional materials","10.1002/adfm.202000015"
"198","journalArticle",2023,"Shao, Yuzi; Jiang, Yuhe; Yang, Kunkun; Zhu, Yuan; Liu, Yunsong; Zhang, Ping; Lv, Longwei; Zhang, Xiao; Zhou, Yongsheng","apoptotic vesicles derived from human red blood cells promote bone regeneration via carbonic anhydrase 1","cell proliferation","10.1111/cpr.13547"
"199","journalArticle",2023,"Zhao, Renliang; Shen, Yifan; Deng, Xiangtian; Tang, Yunfeng; Ge, Zilu; Wang, Dong; Xiong, Zhencheng; Fang, Qian; Zhang, Zhen; Li, Xiaolin; Du, Xiaotian; Lin, Wei; Zhao, Shichang; Wang, Guanglin","from brain to bone: harnessing extracellular vesicles released from tbi to enhance osteogenesis by 3d-printed hydrogel scaffold","composites part b-engineering","10.1016/j.compositesb.2023.110909"
"201","journalArticle",2023,"Sedik, Aya S. S.; Kawana, Khadiga Y. Y.; Koura, Azza S. S.; Mehanna, Radwa A. A.","biological effect of bone marrow mesenchymal stem cell- derived extracellular vesicles on the structure of alveolar bone in rats with glucocorticoid-induced osteoporosis","bmc musculoskeletal disorders","10.1186/s12891-023-06276-2"
"202","journalArticle",2023,"Song, Wei; Ma, Zhijie; Wang, Xin; Wang, Yifei; Wu, Di; Wang, Chongyang; He, Dan; Kong, Lingzhi; Yu, Weilin; Li, Jiao Jiao; Li, Haiyan; He, Yaohua","macroporous granular hydrogels functionalized with aligned architecture and small extracellular vesicles stimulate osteoporotic tendon-to-bone healing","advanced science","10.1002/advs.202304090"
"203","journalArticle",2022,"Ma, Shiqing; Wu, Jinzhe; Hu, Han; Mu, Yuzhu; Zhang, Lei; Zhao, Yifan; Bian, Xiaowei; Jing, Wei; Wei, Pengfei; Zhao, Bo; Deng, Jiayin; Liu, Zihao","novel fusion peptides deliver exosomes to modify injectable thermo-sensitive hydrogels for bone regeneration","materials today bio","10.1016/j.mtbio.2021.100195"
"205","journalArticle",2023,"Pizzicannella, Jacopo; Gugliandolo, Agnese; Orsini, Tiziana; Fontana, Antonella; Ventrella, Alessia; Mazzon, Emanuela; Bramanti, Placido; Diomede, Francesca; Trubiani, Oriana","engineered extracellular vesicles from human periodontal-ligament stem cells increase vegf/vegfr2 expression during bone regeneration (vol 10, 512, 2019)","frontiers in physiology","10.3389/fphys.2023.1148929"
"206","journalArticle",2022,"Liu, Yufei; Zhang, Zhiling; Wang, Biao; Dong, Yunsheng; Zhao, Congrui; Zhao, Yanhong; Zhang, Lin; Liu, Xiangsheng; Guo, Jingyue; Chen, Yuehua; Zhou, Jie; Yang, Tingting; Wang, Yanying; Liu, Hao; Wang, Shufang","inflammation-stimulated msc-derived small extracellular vesicle mir-27b-3p regulates macrophages by targeting csf-1 to promote temporomandibular joint condylar regeneration","small","10.1002/smll.202107354"
"207","journalArticle",2020,"Zhou, Huan; Li, Xuan; Yin, Yuan; He, Xiao-Tao; An, Ying; Tian, Bei-Min; Hong, Yong-Long; Wu, Li-An; Chen, Fa-Ming","the proangiogenic effects of extracellular vesicles secreted by dental pulp stem cells derived from periodontally compromised teeth","stem cell research & therapy","10.1186/s13287-020-01614-w"
"210","journalArticle",2022,"Hu, Cheng-Hu; Sui, Bing-Dong; Liu, Jin; Dang, Lei; Chen, Ji; Zheng, Chen-Xi; Shi, Songtao; Zhao, Na; Dang, Min-Yan; He, Xiao-Ning; Zhang, Li-Qiang; Gao, Ping-Ping; Chen, Nan; Kuang, Hui-Juan; Chen, Kai; Xu, Xiao-Lin; Yu, Xiao-Rui; Zhang, Ge; Jin, Yan","sympathetic neurostress drives osteoblastic exosomal mir-21 transfer to disrupt bone homeostasis and promote osteopenia","small methods","10.1002/smtd.202100763"
"211","journalArticle",2018,"Vracar, Taylor C.; Zuo, Jian; Park, JeongSu; Azer, Demyana; Mikhael, Christy; Holliday, Sophia A.; Holsey, Dontreyl; Han, Guanghong; VonMoss, Lindsay; Neubert, John K.; Rody, Wellington J.; Chan, Edward K. L.; Holliday, L. Shannon","enoxacin and bis-enoxacin stimulate 4t1 murine breast cancer cells to release extracellular vesicles that inhibit osteoclastogenesis","scientific reports","10.1038/s41598-018-34698-9"
"212","journalArticle",2023,"Guo, Jiawei; Wang, Fuxiao; Hu, Yan; Luo, Ying; Wei, Yan; Xu, Ke; Zhang, Hao; Liu, Han; Bo, Lumin; Lv, Shunli; Sheng, Shihao; Zhuang, Xinchen; Zhang, Tao; Xu, Can; Chen, Xiao; Su, Jiacan","exosome-based bone-targeting drug delivery alleviates impaired osteoblastic bone formation and bone loss in inflammatory bowel diseases","cell reports medicine","10.1016/j.xcrm.2022.100881"
"213","journalArticle",2020,"Wang, Shudan; Hou, Yunlong; Li, Xuran; Song, Zhen; Sun, Baoqi; Li, Xinyue; Zhang, Hong","comparison of exosomes derived from induced pluripotent stem cells and mesenchymal stem cells as therapeutic nanoparticles for treatment of corneal epithelial defects","aging-us","10.18632/aging.103904"
"214","journalArticle",2023,"Yin, Shi; Lin, Sihan; Xu, Jingyi; Yang, Guangzheng; Chen, Hongyan; Jiang, Xinquan","dominoes with interlocking consequences triggered by zinc: involvement of microelement-stimulated msc-derived exosomes in senile osteogenesis and osteoclast dialogue","journal of nanobiotechnology","10.1186/s12951-023-02085-w"
"215","journalArticle",2019,"Ting, Huyan; Du, Yongyong; Dong, Dandan; Li, Qi; Zhang, Ruixue; Yang, Jiancheng; Yang, Zhouqi; Li, Jingbao; Shang, Peng","osteoclast-derived exosomes inhibit osteogenic differentiation through wnt/beta-catenin signaling pathway in simulated microgravity model","acta astronautica","10.1016/j.actaastro.2018.08.044"
"216","journalArticle",2022,"Zhang, Yi; Huo, Mengjie; Wang, Yi; Xiao, Lan; Wu, Jianmei; Ma, Yaping; Zhang, Dingmei; Lang, Xuemei; Wang, Xin","a tailored bioactive 3d porous poly(lactic-acid)-exosome scaffold with osteo-immunomodulatory and osteogenic differentiation properties","journal of biological engineering","10.1186/s13036-022-00301-z"
"217","journalArticle",2020,"Antich-Rossello, M.; Forteza-Genestra, M. A.; Calvo, J.; Gaya, A.; Monjo, M.; Ramis, J. M.","platelet-derived extracellular vesicles promote osteoinduction of mesenchymal stromal cells","bone & joint research","10.1302/2046-3758.910.BJR-2020-0111.R2"
